"exp","algo","scale","hostname","idle","iowait","irq","nice","softirq","system","user","timestamp"
"exp1","als","bigdata","cluster-cin-w-3.c.spark-186801.internal",99.3129294191131,0.499687695190506,0,0,0,0.0249843847595253,0.162398500936914,1513125392.4688
"exp1","als","bigdata","cluster-cin-w-1.c.spark-186801.internal",99.350243658628,0.562289141571911,0,0,0,0.0124953142571536,0.0749718855429214,1513125392.46887
"exp1","als","bigdata","cluster-cin-w-2.c.spark-186801.internal",99.3255058705971,0.47464401698726,0,0,0,0.0374718960779415,0.162378216337747,1513125392.4689
"exp1","als","bigdata","cluster-cin-w-4.c.spark-186801.internal",99.2255808143892,0.612040969273045,0,0,0,0.0499625281039221,0.112415688233825,1513125392.46906
"exp1","als","bigdata","cluster-cin-w-6.c.spark-186801.internal",99.1380387257964,0.749531542785759,0,0,0,0.0374765771392879,0.0749531542785759,1513125392.4692
"exp1","als","bigdata","cluster-cin-w-5.c.spark-186801.internal",99.2382617382617,0.561938061938062,0,0,0,0.04995004995005,0.14985014985015,1513125392.47102
"exp1","als","bigdata","cluster-cin-w-0.c.spark-186801.internal",99.2008989886378,0.599325758521663,0,0,0,0.0749157198152079,0.124859533025346,1513125392.47366
"exp1","als","bigdata","cluster-cin-w-1.c.spark-186801.internal",99.7877122877123,0,0,0,0.024975024975025,0.112387612387612,0.0749250749250749,1513125397.47449
"exp1","als","bigdata","cluster-cin-w-2.c.spark-186801.internal",99.7252747252747,0.0124875124875125,0,0,0.0124875124875125,0.0999000999000999,0.14985014985015,1513125397.47462
"exp1","als","bigdata","cluster-cin-w-3.c.spark-186801.internal",99.9625327838142,0,0,0,0,0,0.0374672161858374,1513125397.47471
"exp1","als","bigdata","cluster-cin-w-6.c.spark-186801.internal",99.9250655676283,0,0,0,0,0.0249781441238916,0.0499562882477832,1513125397.47488
"exp1","als","bigdata","cluster-cin-w-5.c.spark-186801.internal",99.537962037962,0.0374625374625375,0,0,0.0124875124875125,0.24975024975025,0.162337662337662,1513125397.4752
"exp1","als","bigdata","cluster-cin-w-4.c.spark-186801.internal",99.9750218558761,0,0,0,0,0,0.0249781441238916,1513125397.47527
"exp1","als","bigdata","cluster-cin-w-0.c.spark-186801.internal",94.9468417761101,0,0,0,0.0500312695434647,1.05065666041276,3.95247029393371,1513125397.47938
"exp1","als","bigdata","cluster-cin-w-1.c.spark-186801.internal",87.1842960740185,0.0250062515628907,0,0,0.0125031257814454,1.55038759689922,11.2278069517379,1513125402.48015
"exp1","als","bigdata","cluster-cin-w-2.c.spark-186801.internal",84.7154471544715,0.437773608505316,0,0,0.075046904315197,1.61350844277674,13.1582238899312,1513125402.48023
"exp1","als","bigdata","cluster-cin-w-3.c.spark-186801.internal",87.6667913704951,0.0498815313630128,0,0,0.0124703828407532,1.34680134680135,10.9240553684998,1513125402.48027
"exp1","als","bigdata","cluster-cin-w-6.c.spark-186801.internal",93.8523053854804,0,0,0,0.0499812570286143,1.11208296888667,4.98563038860427,1513125402.48068
"exp1","als","bigdata","cluster-cin-w-4.c.spark-186801.internal",88.2183548265932,0,0,0,0.05008138224615,1.28959559283836,10.4419681983223,1513125402.48085
"exp1","als","bigdata","cluster-cin-w-5.c.spark-186801.internal",91.5768362998245,0.0376034093757834,0,0,0.0376034093757834,1.27851591877664,7.06944096264728,1513125402.48099
"exp1","als","bigdata","cluster-cin-w-0.c.spark-186801.internal",86.3186881962699,0.450619601952685,0,0,0.0125172111653524,1.01389410439354,12.2042808862185,1513125402.48482
"exp1","als","bigdata","cluster-cin-w-6.c.spark-186801.internal",76.7832518490661,0.0626802055910743,0,0,0.0752162467092892,1.64222138648615,21.4366303121474,1513125407.48238
"exp1","als","bigdata","cluster-cin-w-1.c.spark-186801.internal",83.4754262788365,0.0376128385155466,0,0,0.0501504513540622,1.44182547642929,14.9949849548646,1513125407.48317
"exp1","als","bigdata","cluster-cin-w-4.c.spark-186801.internal",83.0667333166708,0.0249937515621095,0,0,0.0499875031242189,1.21219695076231,15.6460884778805,1513125407.48398
"exp1","als","bigdata","cluster-cin-w-2.c.spark-186801.internal",71.7913262099309,0.201131363922062,0,0,0.100565681961031,2.049025769956,25.85795097423,1513125407.48572
"exp1","als","bigdata","cluster-cin-w-3.c.spark-186801.internal",84.1353383458647,0.025062656641604,0,0,0.06265664160401,1.04010025062657,14.7368421052632,1513125407.48576
"exp1","als","bigdata","cluster-cin-w-5.c.spark-186801.internal",79.5908120999121,0.138069536839463,0,0,0.0376553282289444,1.58152378561566,18.6519392494038,1513125407.48634
"exp1","als","bigdata","cluster-cin-w-0.c.spark-186801.internal",79.8343581377839,0.32626427406199,0,0,0.075291755552767,1.36780022587527,18.3962856067261,1513125407.49027
"exp1","als","bigdata","cluster-cin-w-6.c.spark-186801.internal",85.7107044372023,0.0752068187515668,0,0,0.200551516670845,1.20330910002507,12.8102281273502,1513125412.48644
"exp1","als","bigdata","cluster-cin-w-1.c.spark-186801.internal",86.1336664584635,0.0374765771392879,0,0,0.174890693316677,1.1367895065584,12.5171767645222,1513125412.48717
"exp1","als","bigdata","cluster-cin-w-2.c.spark-186801.internal",80.5569493226292,0.0125439036628199,0,0,0.188158554942298,1.5178123432012,17.7245358755645,1513125412.48783
"exp1","als","bigdata","cluster-cin-w-4.c.spark-186801.internal",86.1041562343515,0.0250375563345018,0,0,0.175262894341512,1.12669003505258,12.5688532799199,1513125412.48959
"exp1","als","bigdata","cluster-cin-w-3.c.spark-186801.internal",86.2948605727148,0.0875328248093035,0,0,0.137551581843191,1.3380017506565,12.1420532699762,1513125412.49127
"exp1","als","bigdata","cluster-cin-w-5.c.spark-186801.internal",86.4466116529132,0.0125031257814454,0,0,0.16254063515879,1.2128032008002,12.1655413853463,1513125412.49198
"exp1","als","bigdata","cluster-cin-w-0.c.spark-186801.internal",85.862759829702,0.0125219133483596,0,0,0.187828700225394,1.18958176809416,12.7473077886301,1513125412.49467
"exp1","als","bigdata","cluster-cin-w-6.c.spark-186801.internal",33.2748024582968,0.0250846607299636,0,0,0.163050294744764,3.76269910949454,62.774363476734,1513125417.49214
"exp1","als","bigdata","cluster-cin-w-1.c.spark-186801.internal",36.0626959247649,0,0,0,0.175548589341693,3.69905956112853,60.0626959247649,1513125417.49261
"exp1","als","bigdata","cluster-cin-w-2.c.spark-186801.internal",4.73684210526316,0,0,0,0.200501253132832,4.23558897243108,90.8270676691729,1513125417.49388
"exp1","als","bigdata","cluster-cin-w-4.c.spark-186801.internal",30.1768468581462,0.0250846607299636,0,0,0.200677285839709,4.40235795810862,65.1950332371755,1513125417.49456
"exp1","als","bigdata","cluster-cin-w-5.c.spark-186801.internal",31.6622691292876,0.0125643925116221,0,0,0.201030280185953,3.95778364116095,64.1663525568539,1513125417.4953
"exp1","als","bigdata","cluster-cin-w-3.c.spark-186801.internal",29.2330864817372,0,0,0,0.163173088992092,4.90774444583909,65.6959959834317,1513125417.49683
"exp1","als","bigdata","cluster-cin-w-0.c.spark-186801.internal",37.3666373791892,0.0125517760763148,0,0,0.188276641144722,4.06677544872599,58.3657587548638,1513125417.5003
"exp1","als","bigdata","cluster-cin-w-6.c.spark-186801.internal",44.7269539078156,0.0250501002004008,0,0,0.288076152304609,5.38577154308617,49.5741482965932,1513125422.49457
