"exp","algo","scale","hostname","idle","iowait","irq","nice","softirq","system","user","timestamp"
"exp2","als","bigdata","cluster-cin-w-1.c.spark-186801.internal",99.4004496627529,0.437172120909318,0,0,0,0.0374718960779415,0.124906320259805,1513221738.81568
"exp2","als","bigdata","cluster-cin-w-4.c.spark-186801.internal",99.3130152385711,0.499625281039221,0,0,0,0.024981264051961,0.162378216337747,1513221738.81786
"exp2","als","bigdata","cluster-cin-w-2.c.spark-186801.internal",99.4003747657714,0.462211118051218,0,0,0.0124921923797626,0.0124921923797626,0.112429731417864,1513221738.8187
"exp2","als","bigdata","cluster-cin-w-5.c.spark-186801.internal",99.4003747657714,0.474703310430981,0,0,0,0.0124921923797626,0.112429731417864,1513221738.81992
"exp2","als","bigdata","cluster-cin-w-0.c.spark-186801.internal",99.4130136130886,0.374672161858374,0,0,0,0.062445360309729,0.14986886474335,1513221738.82408
"exp2","als","bigdata","cluster-cin-w-3.c.spark-186801.internal",99.4005994005994,0.387112887112887,0,0,0,0.0124875124875125,0.1998001998002,1513221738.82486
"exp2","als","bigdata","cluster-cin-w-6.c.spark-186801.internal",99.3130152385711,0.48713464901324,0,0,0,0.0499625281039221,0.149887584311766,1513221738.82824
"exp2","als","bigdata","cluster-cin-w-1.c.spark-186801.internal",94.2360590147537,0,0,0,0.0750187546886722,0.900225056264066,4.78869717429357,1513221743.82129
"exp2","als","bigdata","cluster-cin-w-4.c.spark-186801.internal",99.9250749250749,0,0,0,0,0.024975024975025,0.04995004995005,1513221743.82313
"exp2","als","bigdata","cluster-cin-w-2.c.spark-186801.internal",99.9500249875063,0,0,0,0,0.0124937531234383,0.0374812593703148,1513221743.82423
"exp2","als","bigdata","cluster-cin-w-5.c.spark-186801.internal",99.350487134649,0,0,0,0.024981264051961,0.324756432675493,0.299775168623532,1513221743.82553
"exp2","als","bigdata","cluster-cin-w-0.c.spark-186801.internal",99.7625296837895,0.0499937507811524,0,0,0.0124984376952881,0.0874890638670166,0.0874890638670166,1513221743.82974
"exp2","als","bigdata","cluster-cin-w-3.c.spark-186801.internal",99.4124265533192,0.0250031253906738,0,0,0.0375046880860107,0.300037504688086,0.225028128516065,1513221743.83014
"exp2","als","bigdata","cluster-cin-w-6.c.spark-186801.internal",99.8876264202772,0,0,0,0,0.0499438132101386,0.0624297665126732,1513221743.83391
"exp2","als","bigdata","cluster-cin-w-1.c.spark-186801.internal",86.5579937304075,0.188087774294671,0,0,0.0125391849529781,0.827586206896552,12.4137931034483,1513221748.82608
"exp2","als","bigdata","cluster-cin-w-4.c.spark-186801.internal",84.8257774447359,0.0499562882477832,0,0,0.0249781441238916,1.68602472836268,13.4132633945298,1513221748.82839
"exp2","als","bigdata","cluster-cin-w-2.c.spark-186801.internal",91.3700512051955,0.0249781441238916,0,0,0.0249781441238916,1.28637442238042,7.29361808417635,1513221748.82959
"exp2","als","bigdata","cluster-cin-w-5.c.spark-186801.internal",90.4553415061296,0.375281461095822,0,0,0.0250187640730548,1.51363522641981,7.63072304228171,1513221748.83106
"exp2","als","bigdata","cluster-cin-w-0.c.spark-186801.internal",91.128326877421,0.0249906285143071,0,0,0.0249906285143071,1.33699862551543,7.48469324003499,1513221748.83245
"exp2","als","bigdata","cluster-cin-w-3.c.spark-186801.internal",90.9090909090909,0.137551581843191,0,0,0.0125046892584719,1.26297361510566,7.67787920470176,1513221748.83331
"exp2","als","bigdata","cluster-cin-w-6.c.spark-186801.internal",91.8543543543544,0.262762762762763,0,0,0.025025025025025,1.26376376376376,6.59409409409409,1513221748.8384
"exp2","als","bigdata","cluster-cin-w-1.c.spark-186801.internal",79.1274915381723,0.0626802055910743,0,0,0.100288328945719,1.64222138648615,19.0673185408048,1513221753.8316
"exp2","als","bigdata","cluster-cin-w-4.c.spark-186801.internal",72.7021943573668,0.0877742946708464,0,0,0.137931034482759,2.11912225705329,24.9529780564263,1513221753.83383
"exp2","als","bigdata","cluster-cin-w-2.c.spark-186801.internal",75.9577942469539,0.464765732948122,0,0,0.125612360256249,1.53247079512624,21.9193568647155,1513221753.83512
"exp2","als","bigdata","cluster-cin-w-5.c.spark-186801.internal",78.3600802407222,0.0376128385155466,0,0,0.100300902708124,1.66750250752257,19.8345035105316,1513221753.83658
"exp2","als","bigdata","cluster-cin-w-0.c.spark-186801.internal",77.2983820393829,0.1379656340148,0,0,0.112880973284836,1.83118023328734,20.6195911200301,1513221753.8379
