"user";"system";"iowait";"softirq"
0.15;0.05;0;0
0.212181727408887;0.0499251123315027;0.0873689465801298;0
0.199825152991133;0.0499562882477832;0.0999125764955664;0
0.112443778110945;0.0249875062468766;0.087456271864068;0
0.199825152991133;0.0249781441238916;0;0
0.187312687312687;0.0374625374625375;0.0874125874125874;0
0.199875078076202;0.0374765771392879;0;0
4.92069439240664;1.09903834145123;0.0249781441238916;0.0374672161858374
0.0749437921558831;0.024981264051961;0;0
0.174759705405068;0.024965672200724;0.024965672200724;0
0.0499625281039221;0.0374718960779415;0.0124906320259805;0
0.287320424734541;0.287320424734541;0.0249843847595253;0.0374765771392879
0.124890720619458;0.137379792681404;0;0
0.0874125874125874;0.024975024975025;0;0
14.3267908488561;1.18764845605701;0.0125015626953369;0
6.51874138147173;1.05302745393005;0.0125360411182149;0.0250720822364297
6.4928553522186;1.14063675106543;0;0.0125344697919278
6.35794743429287;1.06382978723404;0;0.0250312891113892
7.03574106473382;1.17470632341915;0.0374906273431642;0.0499875031242189
6.31789237108253;1.19865151704333;0.0124859533025346;0.0124859533025346
6.26174076393237;1.08954289292423;0;0.0125234815278647
7.70097670924117;0.601051840721262;0.0125219133483596;0.0375657400450789
4.80360270202652;0.275206404803603;0.0250187640730548;0
4.84234234234234;0.3003003003003;0.0125125125125125;0
4.18697662792151;0.287464066991626;0.0374953130858643;0
8.59033587214384;0.736671244849544;0.0124859533025346;0.0124859533025346
5.38211788211788;0.487012987012987;0.024975024975025;0
10.2832896543117;0.798702109072757;0.0249594409085236;0.0124797204542618
24.6839404180749;1.97771936412567;0.125172111653524;0.0500688446614094
14.1695847923962;1.20060030015008;0.125062531265633;0.0250125062531266
16.2592453303247;1.27867619405792;0;0.0250720822364297
14.3877678907131;1.19062539165309;0;0.0250657977190124
16.1507738392411;1.26060908637044;0.0249625561657514;0.0249625561657514
16.2138475021911;1.43983973957681;0.0876424189307625;0.0375610366846125
11.7418058520658;0.916739922139897;0.0125580811252041;0.0251161622504081
67.1636181408168;14.13179654222;0.22550739163117;0.0751691305437234
59.5827086456772;16.8165917041479;0.0124937531234383;0.0249875062468766
60.5148069473947;17.0810945895289;0.0249906285143071;0.0124953142571536
60.9938818828818;14.8582844300162;0.0124859533025346;0.0499438132101386
60.7040319560604;19.5980526775683;0.012482836100362;0.012482836100362
52.7315914489311;20.0025003125391;0.175021877734717;0.0750093761720215
62.2;17.825;0;0.025
32.8039019509755;9.2296148074037;0.0375187593796898;0.087543771885943
36.3136176066025;10.916593722646;0;0.0250093785169439
61.5125421190565;16.6729065268938;0.0124797204542618;0.0623986022713091
35.8126721763085;11.4825945404458;0.0250438266967193;0.0500876533934385
30.6364886832562;9.60360135050644;0.0125046892584719;0.0500187570338877
25.8689672418105;9.039759939985;0.0125031257814454;0
43.9149468417761;13.2082551594747;0.0125078173858662;0.0500312695434647
11.2875;1.35;0;0.1375
3.53073744835357;0.626017278076875;0.0125203455615375;0.075122073369225
3.17539692461558;0.625078134766846;0;0.0250031253906738
15.4703745459101;2.27984466992359;0.0125266190655142;0.137792809720656
0.450337753314986;0.187640730547911;0;0.0250187640730548
2.97648824412206;0.512756378189095;0.0250125062531266;0.0625312656328164
6.80170042510628;1.13778444611153;0.0375093773443361;0.137534383595899
0.0749344323716748;0.0499562882477832;0.0124890720619458;0
0.162398500936914;0.0374765771392879;0.0124921923797626;0
0.112443778110945;0.0499750124937531;0.224887556221889;0
0.0749718855429214;0;0.0499812570286143;0
0.124859533025346;0.0374578599076039;0.0249719066050693;0
0.0749437921558831;0.0499625281039221;0;0
0.0749437921558831;0.0499625281039221;0;0
0.0874344241818636;0.0499625281039221;0;0
0.174847008867241;0.0249781441238916;0.0124890720619458;0
0.124906320259805;0.0499625281039221;0.524606545091182;0.0124906320259805
0.112443778110945;0.0624687656171914;0.274862568715642;0.0124937531234383
0.137362637362637;0.0624375624375624;0;0
0.137482814648169;0.0499937507811524;0.249968753905762;0
0.0999375390381012;0.0874453466583385;0.262336039975016;0
0.0749437921558831;0.0374718960779415;0.024981264051961;0
0.137431284357821;0.0624687656171914;0;0
0.0999125764955664;0.0499562882477832;0.062445360309729;0
0.0999250562078441;0.0374718960779415;0.112415688233825;0
0.124906320259805;0.0499625281039221;0;0
0.124906320259805;0.0499625281039221;0.0999250562078441;0
0.124875124875125;0.04995004995005;0.0999000999000999;0
0.0874125874125874;0.0624375624375624;0;0
0.149906308557152;0.0249843847595253;0.0874453466583385;0
0.112415688233825;0.0374718960779415;0;0
0.0874781304673832;0.0249937515621095;0.0874781304673832;0
0.137396952285786;0.0624531601299026;0;0
0.0999500249875062;0.0499750124937531;0.0999500249875062;0
0.0874453466583385;0.0499687695190506;0.0999375390381012;0
0.100037514067775;0.250093785169439;3.63886457421533;0.0125046892584719
0.124921923797626;0.0624609618988132;0.262336039975016;0
0.125062531265633;0.312656328164082;4.63981990995498;0
0.125219133483596;0.125219133483596;3.75657400450789;0
0.125328988595062;0.325855370347161;4.98809374608347;0.0125328988595062
0.1;0.3625;3.525;0.0125
0.112387612387612;0.474525474525474;4.14585414585415;0
0.124859533025346;0.0374578599076039;0.0124859533025346;0
0.200150112584438;0.250187640730548;3.62772079059294;0.0125093820365274
0.0999250562078441;0.0874344241818636;0.424681488883338;0
0.174825174825175;0.024975024975025;0.0124875124875125;0
0.137379792681404;0.0874235044336206;0.224803297115024;0
0.112429731417864;0.0374765771392879;0.0124921923797626;0
0.124921923797626;0.0499687695190506;0;0
0.0874125874125874;0.0374625374625375;0;0
0.112401648557512;0.0499562882477832;0.0124890720619458;0
0.0624765712857678;0.0624765712857678;0.0249906285143071;0
0.0874344241818636;0.024981264051961;0;0
0.137362637362637;0.0624375624375624;0;0
0.14985014985015;0.04995004995005;0;0
0.14985014985015;0.0374625374625375;0;0
0.124984376952881;0.0374953130858643;0;0
0.212659494620966;0.0250187640730548;0;0
0.0999250562078441;0.024981264051961;0;0.0124906320259805
0.174912543728136;0.0249875062468766;0;0
0.162378216337747;0.0499625281039221;0;0
0.0999125764955664;0.0499562882477832;0.0374672161858374;0
0.124921923797626;0.0374765771392879;0.0124921923797626;0
0.0874235044336206;0.0374672161858374;0;0
0.124921923797626;0.0624609618988132;0;0
0.14986886474335;0.0374672161858374;0;0
0.0499937507811524;0.0124984376952881;0;0
0.112415688233825;0.0374718960779415;0;0
0.112415688233825;0.0499625281039221;0;0
0.0749531542785759;0.0374765771392879;0;0
